dog_id,df_feedings_per_day,df_diet_consistency,df_supplements,df_primary_diet_component_organic,df_primary_diet_component_grain_free
81442,2,1,True,False,False
74372,2,2,True,False,False
75889,2,1,True,False,True
40536,2,1,True,False,True
41717,2,1,False,False,False
66064,2,2,False,False,False
94426,3,1,False,False,False
98228,2,1,True,False,False
94601,2,1,False,True,True
29232,2,1,False,False,True
50957,2,1,True,False,False
96007,1,1,True,True,True
78366,3,2,True,False,True
63010,4,2,True,False,False
97809,2,1,False,True,True
86878,1,1,True,False,True
61160,2,1,True,False,True
61761,2,2,False,False,False
68697,2,1,False,False,False
87472,1,1,True,False,False
34311,1,1,True,True,True
68834,2,1,True,False,True
42426,2,1,False,False,False
49551,4,2,True,False,False
32550,2,1,False,False,True
50161,2,1,True,False,False
26226,4,1,True,False,False
72772,2,1,False,False,False
59899,3,2,True,True,True
82427,2,1,True,False,False
75220,2,1,False,False,False
952,2,1,False,False,False
40307,2,2,False,False,True
38879,2,1,True,False,False
53057,1,1,True,False,False
55911,1,1,False,True,True
79147,2,1,True,False,False
95678,3,1,True,False,False
32233,2,1,False,True,True
9126,2,1,True,False,False
62036,2,3,True,False,True
3994,1,1,True,True,True
14631,2,1,False,True,True
25968,1,1,True,False,True
53309,1,1,False,True,False
85208,1,1,False,False,False
82041,2,1,False,False,False
45990,2,2,False,True,True
32995,2,1,True,False,True
81523,2,1,False,False,False
57813,2,1,False,False,True
65554,3,1,True,False,True
95475,3,1,True,False,False
1343,3,1,False,False,False
4665,2,1,True,True,True
1505,2,1,False,False,False
53687,2,1,True,False,False
31120,2,1,True,False,False
7311,2,1,True,False,True
97967,2,1,False,True,True
103083,2,1,False,False,True
16522,2,1,True,False,True
49886,2,1,False,False,False
46400,2,1,True,False,True
69099,2,1,False,False,False
103308,2,1,False,False,False
13244,2,1,True,False,False
94649,1,1,False,False,True
64648,2,1,False,False,False
85372,1,2,False,False,True
28049,2,2,True,False,False
59964,2,1,False,False,False
25576,2,2,True,False,False
49677,2,1,True,False,True
55238,2,1,True,False,True
69331,1,1,False,False,False
25567,2,1,False,False,False
70198,2,1,False,False,False
58497,2,1,False,False,False
2593,2,1,False,False,False
66633,2,1,False,False,False
8527,2,1,True,False,False
49627,2,1,False,True,False
60412,2,1,False,False,False
42400,2,1,True,True,False
86152,2,1,False,False,True
17899,2,1,False,False,False
51054,2,1,False,False,False
39979,2,1,True,True,False
50449,2,1,False,False,True
40245,2,1,True,False,False
45850,2,1,False,False,False
37493,3,1,False,False,False
29892,2,1,False,False,False
92151,1,1,False,False,False
23616,2,1,False,True,True
60886,3,1,False,False,False
102210,1,1,False,False,True
73043,2,1,True,True,True
8106,2,1,True,False,True
28351,2,1,True,False,False
8643,1,1,True,False,False
44537,2,1,True,False,True
90456,2,1,False,False,False
94374,1,1,False,False,False
69824,2,1,True,False,True
6652,2,1,True,False,False
8157,2,1,False,False,True
58640,2,1,True,False,False
43659,2,1,False,False,True
30289,2,1,False,True,True
76268,4,1,True,False,False
61821,4,1,True,False,False
65332,2,1,True,True,False
91276,2,1,False,False,False
3865,2,1,False,False,False
38563,4,1,True,False,False
8363,2,1,False,False,False
81053,2,1,True,False,True
1768,2,1,False,True,False
90400,2,1,True,False,False
74226,2,1,False,False,False
14981,2,1,False,False,False
84119,2,1,False,False,False
54573,2,1,False,False,True
61109,2,1,True,False,True
88158,4,1,True,False,False
46191,2,1,True,False,False
54422,1,1,True,False,False
5430,2,1,True,False,False
81202,2,1,True,True,True
23096,2,1,False,True,True
10744,2,1,True,False,True
103541,2,1,True,False,True
83519,2,1,False,False,False
24619,2,1,False,False,False
39418,2,1,True,False,False
6557,2,1,False,True,False
8764,2,1,False,False,True
74285,2,1,True,False,False
11110,4,2,False,False,False
67009,3,1,True,False,True
89440,2,1,False,False,False
86588,2,1,True,False,True
6458,4,1,False,False,False
3430,2,1,False,False,False
28492,3,1,True,False,True
59344,2,1,True,False,True
71068,2,1,True,False,False
80958,2,1,False,True,True
77376,2,1,False,False,True
37437,2,1,True,False,False
6351,3,1,False,True,True
65426,2,1,False,False,False
64795,4,2,True,False,False
54641,3,1,False,False,False
37282,2,1,False,True,True
88357,2,2,False,False,False
28367,2,1,True,True,True
63336,1,1,True,True,True
75790,2,1,True,False,False
65610,3,4,False,False,True
25797,2,1,False,False,False
96708,2,1,False,False,False
80265,2,1,True,False,False
80607,2,1,True,False,True
65339,2,1,False,False,False
7451,2,1,False,False,False
19047,2,1,True,False,False
90504,3,1,True,False,False
66520,2,1,True,False,True
7373,1,1,False,False,True
88827,2,1,False,True,True
75482,1,1,True,False,False
52591,3,1,True,False,True
9655,2,1,False,True,False
72432,4,1,True,False,False
1618,3,3,False,True,True
18867,2,1,False,False,False
7058,2,1,False,False,False
17259,1,1,True,False,False
4123,1,1,True,False,False
38645,2,1,True,False,False
94391,2,2,False,True,False
10358,2,1,False,False,False
87122,2,1,False,False,False
1263,4,1,False,False,False
65145,4,2,True,False,False
95612,2,2,False,False,False
40343,2,1,False,True,True
45340,2,1,False,False,True
91020,2,1,False,False,True
36142,4,1,False,False,False
61012,2,1,True,True,True
75089,2,1,True,False,False
71924,3,1,False,False,True
46225,2,1,False,True,True
7103,2,2,True,False,True
2272,2,1,True,True,True
66725,4,2,False,False,False
100768,3,1,True,False,False
31552,2,1,True,False,False
27889,2,1,True,False,False
24009,3,1,False,True,True
22290,2,1,True,False,False
92921,2,1,False,False,False
100552,1,1,False,True,True
29857,2,1,True,True,True
10391,2,1,False,False,False
3546,3,1,False,True,True
94071,2,1,False,False,True
100460,4,2,False,False,False
79881,2,1,False,False,False
2066,2,1,False,True,True
83597,2,1,False,False,False
55051,2,2,False,False,True
96284,2,1,False,False,False
47336,2,1,False,False,True
1853,4,1,False,False,False
58671,2,1,False,False,False
15029,2,1,False,True,True
79387,2,1,False,False,True
52660,2,1,False,False,False
98774,3,1,False,True,True
31079,2,1,True,False,False
25200,1,3,True,False,False
26579,2,1,True,True,True
16494,4,2,True,False,False
8936,2,1,True,False,False
85919,2,1,False,False,False
63113,1,1,False,True,True
55251,2,1,False,True,True
89092,2,1,False,False,False
7428,4,2,True,True,True
89856,1,2,False,False,False
40014,4,1,True,False,False
31446,1,1,True,False,False
11725,4,1,True,False,True
91333,4,2,True,True,True
97463,2,1,True,False,False
66276,2,1,False,False,False
92993,3,1,False,False,False
46538,2,1,True,False,False
91200,2,1,False,False,True
12465,1,1,False,True,True
29287,2,1,True,True,True
60695,2,2,False,False,False
60302,2,1,True,False,False
38380,2,1,False,False,False
21643,2,1,True,False,True
39050,2,1,True,False,True
72385,2,1,True,False,False
78176,2,1,False,False,True
79662,3,2,False,False,False
31521,2,1,True,True,True
35271,2,2,True,False,True
2556,3,2,True,False,False
80572,2,1,False,True,False
56332,4,1,True,False,False
6611,3,1,True,False,False
35123,4,1,False,False,True
21133,2,1,False,True,False
49019,2,1,True,False,True
59445,2,1,True,False,False
33482,2,1,False,False,False
10763,2,1,False,True,False
59097,4,1,True,False,False
78434,1,1,False,False,False
55706,4,1,False,False,False
49514,2,1,False,False,False
67151,2,1,False,False,False
28120,4,1,True,False,False
95323,2,1,False,False,False
79580,2,1,True,False,True
92764,4,1,True,True,True
641,2,1,False,False,True
11621,2,1,False,False,False
4330,1,1,False,False,False
74783,1,1,True,False,True
95832,3,1,True,False,False
65067,1,1,True,False,False
72367,2,1,False,True,True
99211,1,1,True,False,True
15365,4,1,True,False,True
26215,2,1,True,False,False
78703,3,2,False,False,True
21639,2,1,True,False,False
29749,2,2,False,False,False
9215,2,1,True,False,False
82082,2,1,True,False,False
37543,4,1,False,True,True
59868,2,1,False,True,True
20553,2,1,False,True,False
92449,2,1,False,False,False
62414,2,1,False,False,False
74302,2,1,False,False,True
89226,2,1,True,False,False
12633,1,2,True,False,False
80561,2,1,False,False,True
96522,2,1,False,False,True
1101,2,1,False,False,False
81889,2,1,True,False,False
45213,2,1,False,False,False
45710,1,1,False,False,False
59546,2,1,False,False,True
93584,2,1,False,False,True
57349,2,1,False,False,True
61959,3,1,True,False,False
90073,2,1,True,False,False
63461,2,1,False,False,False
36440,2,1,False,False,False
100390,2,1,False,False,True
32701,2,1,True,False,False
81218,2,2,True,True,False
10932,2,1,True,False,False
14668,2,1,False,True,True
30511,2,1,True,False,False
87940,2,1,True,False,True
58848,2,1,False,True,True
68068,2,1,False,False,False
32889,1,1,True,False,False
97090,3,1,True,False,False
25595,1,1,False,False,True
17107,2,1,True,False,False
74650,2,2,True,False,False
65034,2,1,True,False,True
84596,2,3,False,False,False
94602,2,1,False,False,False
43634,4,1,False,True,True
83193,1,1,False,False,False
84444,4,1,True,False,False
53052,2,1,False,False,True
83320,2,1,True,True,False
68010,2,1,False,False,True
71106,2,1,False,False,False
61690,1,1,True,False,True
31069,2,1,False,False,True
28913,1,1,False,False,False
67262,4,2,True,False,True
38893,2,2,False,True,False
81695,2,2,False,True,True
25756,2,1,False,True,True
85035,2,1,False,False,True
4788,2,1,False,False,False
85179,3,1,True,False,True
53458,2,1,False,True,True
71536,2,1,True,False,False
1547,2,1,False,False,False
86820,2,1,False,False,True
71473,2,1,True,False,False
74367,2,1,True,False,True
84048,2,1,True,False,False
29804,3,1,False,False,True
33723,2,1,True,False,False
7345,2,1,False,True,False
31355,4,1,True,False,False
26048,2,1,False,False,True
75399,2,1,True,False,False
7348,1,1,False,False,False
12419,1,1,True,False,True
27918,2,1,False,True,False
46318,2,1,False,True,False
65300,2,1,False,False,False
53726,2,1,False,False,False
11159,2,1,True,False,True
249,2,1,False,False,False
20097,2,1,False,False,True
36940,1,1,True,False,False
77848,2,1,True,False,True
17309,2,1,False,False,False
61608,2,1,False,False,False
78295,2,2,True,False,False
96956,2,1,False,False,True
89437,3,1,True,False,False
28869,1,1,False,False,False
20528,2,2,True,False,True
22486,1,1,True,False,False
83694,2,1,False,False,False
89110,1,1,False,True,True
61919,1,2,True,False,True
62925,2,1,True,False,False
1027,2,1,False,False,False
71843,2,1,True,True,True
100890,2,3,True,False,False
102287,2,1,True,True,True
30105,2,1,False,False,True
66424,2,1,True,True,True
15143,2,1,True,False,True
76335,2,1,False,False,False
3508,2,1,False,False,False
6548,2,1,True,False,True
59058,3,1,True,False,False
64803,2,1,True,False,True
2182,2,1,False,True,True
43150,4,1,True,False,True
41474,2,1,True,False,True
25452,1,1,False,False,True
30509,1,1,False,True,False
30346,2,1,False,False,False
87411,2,1,True,False,True
79917,2,1,True,True,False
91602,3,1,False,False,False
8114,2,1,False,False,False
34067,2,2,True,False,False
93912,4,1,True,False,True
34672,2,1,True,False,True
48788,2,1,True,False,True
34907,2,2,False,False,False
7424,2,1,True,False,False
76846,2,1,True,False,False
5810,2,1,True,False,False
74042,2,1,False,False,False
6139,2,1,True,True,True
57936,4,1,False,True,True
14760,2,1,False,False,False
44135,2,1,True,False,False
52944,2,1,True,True,True
83489,2,2,False,False,False
98342,2,1,False,False,True
44227,2,1,False,True,False
5957,2,1,True,True,False
13623,4,2,False,False,True
74863,4,2,True,False,True
4382,1,1,False,False,False
3551,1,1,True,False,True
31805,2,1,True,True,False
78126,1,1,True,False,True
92418,2,1,True,False,False
87240,3,1,False,False,False
62510,2,1,False,False,False
17924,2,1,False,False,False
73390,2,1,False,False,False
96443,2,1,False,False,False
70593,2,1,True,True,True
29680,4,1,True,False,False
94121,2,1,False,False,False
46918,2,1,False,False,False
61177,4,1,True,False,True
52108,4,1,True,False,False
49230,2,1,False,False,False
81937,2,1,False,False,False
103113,2,1,True,False,True
49991,1,1,False,True,False
11040,2,1,False,True,True
88214,2,1,False,False,False
33619,2,1,False,False,True
20070,4,1,True,False,True
83319,3,2,False,False,False
39990,2,1,True,False,False
93551,2,2,True,True,True
100079,2,1,False,True,False
39660,4,1,False,True,True
38544,2,1,False,False,False
98094,4,2,True,False,True
91601,2,2,True,False,True
60467,2,1,True,False,True
15175,2,1,False,True,True
4124,2,1,True,False,False
62719,2,1,False,False,True
47802,2,1,True,False,True
71156,2,1,True,False,True
43620,2,1,True,False,False
66545,2,1,True,True,True
10511,4,2,False,False,True
71604,2,1,False,False,False
62837,2,2,True,False,False
22187,2,1,True,False,False
80517,2,1,False,False,False
71832,2,1,False,True,True
85704,2,1,False,False,False
89618,1,1,False,True,True
20229,2,1,False,False,False
57629,3,1,False,True,True
62439,2,1,False,False,True
59829,2,1,False,False,False
79224,3,2,True,True,True
99563,2,1,False,True,False
88911,2,1,False,False,False
3784,2,1,False,False,True
9265,2,2,False,False,True
55966,4,1,True,False,False
89812,2,1,False,False,False
62663,2,1,True,True,True
81625,2,1,False,True,False
32471,4,3,True,False,True
84525,2,1,False,False,False
82425,2,1,True,False,False
33111,3,1,False,False,False
82558,3,2,True,False,False
23530,2,1,False,False,True
75620,2,1,False,True,True
76195,2,1,False,False,False
58595,4,1,False,True,True
49463,2,2,True,False,False
4980,2,1,False,False,False
87417,2,1,False,False,False
83043,2,2,False,False,False
97468,3,1,True,False,False
103235,2,1,False,False,False
79188,3,1,True,False,False
96902,2,1,False,False,False
87911,2,2,True,False,True
92301,1,1,False,True,True
87155,4,1,True,False,False
68928,2,1,False,True,True
3246,2,1,False,False,False
88034,2,1,True,False,False
102382,2,1,False,True,False
52175,2,1,True,False,False
96841,2,1,True,True,True
55268,1,1,True,False,True
92788,2,1,False,False,False
22458,2,1,True,False,True
91919,2,1,False,False,True
32243,1,2,False,True,True
38764,2,2,False,True,True
91439,2,1,False,False,False
82407,2,1,True,False,False
86568,3,1,False,False,False
11028,2,2,True,False,False
28629,2,1,True,True,False
93087,2,1,True,False,False
70767,2,1,False,True,True
67801,2,1,False,False,False
75421,2,2,False,False,False
28787,2,1,True,False,False
77707,2,1,False,False,True
34770,2,1,False,True,True
6807,2,1,False,False,True
86037,2,1,True,False,False
84730,2,1,True,True,True
6650,3,2,False,False,False
34685,2,1,True,False,True
18422,4,2,True,True,True
94291,3,1,True,False,False
26005,4,1,True,False,False
90025,3,1,True,False,True
31241,2,2,True,False,True
89496,2,1,True,False,True
38481,4,1,True,False,False
72978,2,1,True,False,False
38147,2,1,False,False,False
5388,2,2,True,False,False
50552,2,1,False,False,True
25013,4,1,False,False,False
47241,4,1,True,False,False
37453,2,1,False,False,False
5697,2,1,False,True,True
80938,3,1,False,False,True
73549,2,1,False,True,True
81243,3,1,False,False,True
43312,2,1,True,False,False
71226,2,2,False,False,False
50190,2,1,False,False,False
49616,2,1,True,False,True
78122,4,1,True,True,True
64175,2,1,True,False,False
79249,2,1,False,False,True
84758,2,1,True,False,False
48476,2,1,False,True,False
91875,2,1,False,False,False
39519,2,1,True,False,True
39384,2,1,True,False,False
77915,1,1,True,True,False
86745,2,1,False,False,False
33004,2,1,True,False,False
89130,2,1,False,False,False
66236,2,1,False,False,False
92507,2,1,False,True,True
85840,2,1,True,False,True
17707,2,1,True,False,False
37418,2,1,False,False,True
75849,2,1,False,False,False
22387,2,2,False,True,True
28447,2,1,False,False,True
16226,2,1,True,True,True
94297,2,1,False,False,False
99164,2,1,False,False,False
60634,2,1,True,False,False
62344,4,1,True,False,False
77521,2,1,False,False,True
17781,1,1,False,True,True
39657,2,2,False,False,False
90188,2,1,False,False,True
66604,2,1,True,False,False
103260,2,1,False,False,False
9404,4,1,False,False,False
89103,4,1,True,False,False
18663,2,1,False,True,True
90801,2,1,False,True,True
84866,2,1,True,False,False
83607,3,1,True,False,False
96572,2,1,False,True,True
85548,2,2,True,False,False
87105,2,1,False,True,True
80904,3,1,True,False,True
26034,4,1,False,False,False
85074,2,1,False,False,False
71665,2,1,True,False,False
7212,2,1,True,False,False
34803,2,1,True,True,True
31541,3,1,False,True,False
92233,2,1,False,False,False
46890,2,1,True,False,False
29780,2,1,False,False,False
15443,4,1,True,False,False
33975,3,1,False,False,True
35117,2,1,True,True,False
100077,1,1,True,False,False
103146,2,1,False,False,True
19769,1,1,False,False,False
64967,2,1,False,False,False
8700,4,1,False,False,True
99279,4,1,False,False,False
2112,2,1,True,False,False
79781,2,1,False,False,False
39217,3,1,False,True,True
94742,2,1,True,False,False
97894,2,1,False,False,False
96295,2,1,True,False,False
13842,2,1,False,True,True
70814,2,1,False,False,False
78209,4,1,True,True,True
40066,2,2,True,False,True
91479,3,1,False,False,True
55962,4,1,True,False,True
42478,2,1,True,False,True
73369,4,1,True,True,True
63105,2,1,False,True,True
73279,2,1,False,False,False
85166,3,1,True,True,True
33248,2,1,False,False,True
92363,2,1,True,False,True
50560,2,1,False,False,True
13791,2,1,False,False,False
17186,4,1,True,False,True
90812,3,1,False,True,True
89906,2,1,True,False,True
48883,2,1,False,True,False
38129,2,1,True,True,True
35863,2,1,True,False,False
47621,4,1,False,False,False
2503,2,1,True,False,False
24578,4,2,True,False,False
43447,4,1,True,True,False
71981,2,1,False,False,False
25917,2,1,True,False,False
60369,2,1,True,False,False
31505,2,1,True,False,True
97072,3,1,True,True,True
67950,2,1,False,False,False
91210,2,1,True,False,False
82008,3,1,False,False,False
91290,3,1,True,False,False
87471,4,1,False,False,True
97443,3,1,False,False,False
20999,2,1,True,False,False
12910,3,2,True,False,True
4350,2,1,False,False,False
16538,2,1,False,False,True
3618,4,2,True,True,True
86670,2,1,False,False,False
39326,2,1,True,False,False
63032,2,1,True,False,False
73486,2,1,True,False,False
2349,3,1,False,False,False
15170,2,1,False,False,True
51764,2,1,False,False,False
39915,2,1,False,False,False
36713,2,1,False,False,False
65155,4,1,True,False,False
93674,2,1,False,False,False
31867,2,1,True,False,False
51894,2,1,True,False,False
14600,4,2,True,False,True
23961,3,2,False,False,False
33976,2,1,False,False,True
89530,2,1,True,True,True
97342,2,1,True,False,True
1204,2,1,False,False,False
78365,3,1,True,False,False
84553,4,1,True,False,False
10845,2,1,True,False,True
87579,2,1,True,False,True
85258,2,1,False,False,False
55685,2,1,False,False,True
18779,3,1,False,False,False
3610,2,1,False,False,False
84056,2,1,True,True,False
76218,3,1,False,False,False
85031,3,1,False,False,True
8248,2,1,False,False,True
13722,2,1,True,False,True
64410,2,1,False,True,False
86908,2,1,False,False,False
73831,3,1,True,False,False
41714,2,1,False,False,False
103355,2,1,True,False,False
25831,2,2,True,False,False
56696,2,1,True,False,True
31898,2,1,False,True,True
60983,1,1,False,False,False
69055,2,1,False,False,False
65323,2,1,True,False,False
97025,2,1,True,False,False
59866,2,1,True,False,False
99601,2,1,False,False,False
35388,2,1,False,False,False
60134,2,1,True,False,True
58003,2,1,True,False,True
60049,2,1,True,False,False
61883,2,1,False,False,True
25898,1,1,False,False,True
62119,2,1,False,False,False
73281,2,1,False,False,False
30022,2,1,True,False,True
67944,4,2,False,False,True
31215,3,1,True,False,False
10936,4,1,True,False,False
64165,1,1,False,False,False
62402,2,1,True,False,False
7968,4,1,False,True,True
39164,2,1,True,False,False
25528,2,1,False,False,False
85054,3,1,True,True,False
31808,2,2,True,False,True
92201,4,1,False,True,True
26460,2,1,True,False,False
87172,2,1,False,True,False
79806,2,1,False,True,False
2291,2,2,False,True,True
28240,2,1,False,False,False
71415,2,1,False,False,True
61997,2,1,True,False,False
41490,4,1,True,False,True
72006,2,2,True,False,True
213,2,1,True,True,True
57657,4,2,True,False,True
96988,2,1,False,True,True
99654,3,1,False,False,False
102762,1,1,False,False,False
86579,2,1,False,False,True
59003,2,1,True,False,False
22941,2,1,False,False,False
86636,2,1,False,False,False
50334,2,1,False,False,True
81049,4,1,False,False,False
24288,1,1,True,False,False
91095,3,1,True,False,True
98883,2,1,False,False,False
15599,4,1,False,False,True
91843,2,1,False,True,True
6334,2,1,True,False,True
75014,2,1,True,False,True
61225,3,1,False,False,False
77177,2,2,True,False,False
103371,2,1,True,True,True
81859,2,1,False,True,False
7550,2,1,False,False,True
45475,2,1,True,False,False
96407,2,1,True,False,False
86966,2,1,False,False,False
87741,4,1,False,False,False
56022,2,1,True,False,False
88258,2,1,True,False,False
88688,4,2,True,False,False
99632,2,1,False,False,False
31545,2,1,True,False,True
30128,2,1,False,False,True
51124,2,1,True,True,True
75153,2,1,False,False,False
29606,4,2,False,True,True
34364,2,2,False,False,True
96933,3,1,True,True,False
90651,2,1,True,True,True
46882,1,1,True,False,True
35768,2,1,True,False,True
89920,1,1,True,False,False
74185,2,1,False,False,True
13877,2,1,False,False,False
17686,2,1,True,False,True
62740,4,1,False,False,True
98060,2,1,True,False,False
72872,2,1,False,True,True
14972,2,2,False,False,False
59223,2,1,False,False,False
13684,2,1,False,False,False
37581,4,1,False,False,False
16796,2,1,False,True,True
56458,2,1,True,False,True
24836,4,1,False,False,False
81832,1,1,False,False,False
94786,2,1,False,False,False
54379,2,1,False,True,True
4419,2,1,False,True,True
81973,2,1,False,True,False
2218,2,1,False,False,False
46813,2,1,False,False,False
19662,3,1,False,True,False
43121,4,1,False,True,True
54982,2,1,True,False,False
100043,2,1,False,True,True
74079,4,1,True,True,False
6001,2,1,True,False,False
63615,4,1,True,False,True
66219,2,1,True,False,True
102146,2,1,True,False,False
32169,2,1,False,False,True
12723,2,1,True,False,False
86724,2,1,True,False,True
69253,2,1,True,False,False
22236,2,1,False,False,True
15526,2,1,True,False,True
89647,2,1,False,False,True
9234,2,1,False,False,False
42466,2,1,True,False,False
6328,3,1,False,False,False
46786,2,1,False,False,False
3064,2,2,False,False,False
92215,2,1,False,True,True
94398,1,3,False,True,False
6483,4,2,False,False,True
60624,2,1,False,False,True
88391,2,1,False,True,True
58890,2,1,True,False,False
92691,2,1,True,False,False
100747,2,1,True,False,False
62463,2,1,True,True,True
51406,2,1,False,False,False
24325,2,1,False,False,False
26581,2,1,True,False,False
25730,2,2,False,True,True
36530,2,1,True,False,False
18628,2,1,True,False,False
81513,2,1,False,True,True
54170,2,1,True,True,True
3952,2,1,False,True,False
63733,2,1,False,True,False
35885,2,1,True,False,False
19553,2,1,False,False,False
16342,2,1,False,False,True
96247,2,1,True,False,False
61297,2,1,False,False,True
56189,2,1,False,False,True
68501,2,1,False,False,False
92075,2,1,False,False,False
79757,2,3,False,True,False
52943,2,1,False,False,False
5769,2,1,True,False,True
1198,2,1,False,True,True
49755,2,1,True,False,False
79635,2,1,True,False,False
41033,2,1,False,False,False
8517,2,1,True,False,False
59736,2,1,True,False,False
90071,2,1,False,True,False
34430,2,1,False,False,True
62076,2,1,False,False,False
93034,2,1,True,False,False
37155,4,1,True,True,True
3566,2,1,False,False,False
81687,2,1,True,False,False
86859,3,1,False,False,False
65127,2,1,False,False,True
92232,2,2,False,False,False
63793,2,1,False,False,False
96274,2,2,True,False,True
43349,4,2,True,True,True
31520,2,1,True,True,True
48938,2,1,False,False,False
9210,2,1,True,False,False
52716,2,2,True,False,False
59158,2,1,False,False,False
53981,2,1,False,False,False
56236,3,1,True,False,False
50173,2,1,False,True,True
2670,4,1,True,False,True
83911,4,1,True,False,False
71885,2,1,False,True,True
85455,2,1,True,False,False
41670,2,2,False,True,True
83875,3,2,False,False,False
40790,2,1,True,False,True
22890,2,3,True,False,False
87226,4,1,True,True,False
86432,4,1,True,False,False
40351,2,1,False,False,True
89266,2,1,True,False,False
59566,2,1,False,False,True
72507,2,1,False,True,False
1633,2,1,False,False,True
75148,2,1,False,False,False
93698,2,1,False,False,True
87725,2,1,True,False,False
83686,2,1,False,False,False
82938,2,1,False,True,True
4471,2,1,False,False,False
92541,3,1,True,False,False
34869,4,1,False,False,False
58540,4,1,True,False,False
22639,2,1,True,False,False
47849,4,1,False,False,True
2536,2,2,False,False,True
96003,2,1,False,False,False
12511,3,1,True,False,True
99070,2,2,True,False,False
87277,1,2,True,False,True
28113,2,1,True,False,False
103103,2,2,False,True,True
13149,2,1,True,False,False
95067,2,1,False,False,False
20683,4,1,True,False,False
30008,4,1,False,False,False
36991,3,1,True,False,False
73770,2,1,True,False,False
76496,2,1,False,False,True
85755,2,1,False,False,True
27405,2,1,False,False,False
59060,2,1,True,False,False
94256,2,1,True,False,False
94216,2,1,True,False,False
76107,2,1,True,False,False
91851,2,1,False,False,False
48757,2,1,False,False,True
57458,2,1,False,False,False
53350,4,2,True,True,True
87445,2,1,False,False,True
73815,2,1,False,False,True
92832,2,1,True,False,False
8496,2,1,False,False,False
56728,2,1,False,False,True
78716,1,1,True,False,False
79419,2,1,True,False,False
79345,4,1,False,False,True
85539,4,3,True,False,True
2415,2,2,False,False,True
10275,2,1,False,False,False
49930,2,1,True,False,False
76672,2,1,True,False,False
59447,3,1,False,False,True
72689,2,1,False,False,False
21117,2,1,False,False,True
86821,2,1,False,False,False
84774,2,1,True,True,True
87183,2,1,True,False,False
33748,2,1,False,False,False
60347,2,1,True,False,False
86191,1,1,True,False,False
87559,2,1,False,False,False
84286,3,1,True,True,True
19902,4,1,True,False,False
79766,2,1,False,False,False
84816,2,1,True,True,True
26728,4,1,True,True,False
98253,2,1,False,False,True
74182,2,1,False,False,False
79124,4,1,True,False,False
58170,2,1,True,False,False
48022,2,1,False,False,False
93203,2,1,False,False,False
103164,4,1,True,False,False
87415,2,1,True,True,True
10037,4,1,False,False,False
86322,2,1,False,False,False
17791,2,1,True,True,True
46108,2,1,True,True,False
35727,4,1,True,False,False
82123,1,1,True,False,True
83559,2,1,True,False,False
17037,2,1,True,False,False
58274,2,2,True,False,False
56680,2,1,True,False,False
85257,2,2,False,False,True
45897,2,1,False,False,False
46485,3,1,True,False,False
102957,2,2,False,False,False
23624,2,1,False,True,True
68417,2,1,False,False,False
89344,2,1,True,False,False
92178,3,1,False,True,True
83940,2,3,False,False,False
7313,4,2,False,False,True
55889,2,1,True,False,False
85665,2,1,True,False,False
87188,4,1,True,False,True
40693,2,1,False,False,False
96720,1,2,False,False,False
6835,4,2,True,True,True
75150,2,1,False,False,False
31134,2,1,False,False,False
73987,1,1,False,True,True
100261,2,1,False,False,True
99002,2,1,True,True,False
14625,3,4,False,False,False
35236,3,1,True,False,False
11235,2,1,True,False,True
61287,2,1,False,False,False
11074,2,1,True,False,True
84645,3,1,False,True,True
87603,2,1,False,False,True
77817,3,1,False,False,False
46673,2,1,True,True,False
3585,2,1,False,False,False
10323,2,1,True,False,True
12873,2,1,False,False,False
23360,2,1,True,False,True
42244,2,1,True,False,False
6649,1,1,True,False,True
7800,2,1,False,False,True
14245,2,1,False,False,True
55999,2,1,True,True,False
91782,4,1,True,True,False
90281,2,1,False,True,True
90351,2,1,False,False,False
103400,2,1,False,False,False
40138,4,2,False,False,False
10723,2,1,True,False,False
36577,3,1,False,False,False
73741,2,1,False,True,False
99295,2,1,False,False,True
18895,1,1,True,True,True
84947,2,2,False,False,False
21904,2,1,False,False,False
981,2,1,True,False,False
88876,2,1,False,False,False
20768,2,1,False,False,False
50877,2,3,False,True,False
57204,2,1,False,False,True
57324,2,1,False,False,True
91274,3,1,True,False,False
96390,4,1,False,False,False
10861,2,2,False,True,False
98611,2,1,False,False,True
33382,1,1,False,False,False
25641,2,1,False,False,True
99246,2,1,False,False,False
92676,4,1,True,False,False
84194,2,1,True,False,False
2480,3,2,False,False,True
61735,4,1,True,False,False
76812,3,2,True,False,True
84405,2,1,False,False,True
37666,1,1,False,False,True
26685,1,1,True,False,False
41824,2,1,True,False,False
45770,2,2,False,False,True
58652,2,1,False,True,True
88953,2,1,False,True,True
98781,2,1,False,False,False
247,2,1,False,False,True
39142,2,1,True,False,False
404,2,2,False,False,False
17971,2,1,True,False,False
85369,4,1,False,False,False
60204,2,1,True,False,True
81013,3,1,False,False,False
33746,2,1,True,True,False
7569,2,1,True,True,True
96418,2,2,False,False,False
17554,2,1,False,False,False
91009,2,1,True,False,False
77253,2,1,True,True,True
54776,2,1,False,True,True
96004,2,1,False,False,False
56711,2,1,True,False,False
159,4,1,True,False,False
73732,2,1,False,False,True
87774,2,1,False,False,False
26001,2,1,False,False,False
80939,1,1,True,False,False
9103,2,1,True,False,False
92254,2,1,False,False,False
36985,2,1,True,False,True
