dog_id,dd_weight_lbs
55706,9.6
49514,52.8
67151,71.0
28120,78.0
95323,45.0
79580,42.0
92764,14.6
641,11.5
11621,12.0
4330,43.6
74783,16.0
95832,47.9
65067,96.5
72367,38.0
99211,81.0
15365,66.0
26215,78.0
78703,115.0
21639,10.2
29749,9.9
9215,85.0
82082,50.0
37543,54.6
59868,8.1
20553,165.0
92449,46.0
62414,44.0
74302,109.0
89226,15.2
12633,89.0
80561,30.1
96522,68.0
1101,95.0
81889,88.0
45213,42.0
45710,70.0
59546,68.0
93584,32.0
57349,15.4
61959,74.0
90073,13.0
63461,71.5
36440,58.0
100390,31.3
32701,9.6
81218,55.0
10932,37.0
14668,79.0
30511,90.0
87940,38.7
58848,79.0
68068,31.7
32889,60.0
97090,75.0
25595,90.0
17107,13.0
74650,29.0
65034,67.0
84596,53.0
94602,63.0
43634,62.0
83193,94.0
84444,11.0
53052,54.0
83320,13.0
68010,42.0
71106,45.0
61690,18.0
31069,76.0
28913,18.0
67262,93.0
38893,20.4
81695,68.0
25756,41.0
85035,76.0
4788,68.0
85179,121.0
53458,17.0
71536,8.4
1547,63.0
86820,62.0
71473,55.6
74367,65.0
84048,50.0
29804,52.0
33723,101.0
7345,74.0
31355,55.0
26048,97.0
75399,38.0
7348,18.2
12419,12.0
27918,27.0
46318,61.0
65300,110.0
53726,61.0
11159,29.0
249,35.0
20097,61.0
36940,19.0
77848,25.0
17309,42.4
61608,5.0
78295,72.0
96956,65.0
89437,55.0
28869,85.0
20528,87.0
22486,81.0
83694,79.7
89110,34.0
61919,45.0
62925,26.0
1027,68.5
71843,15.0
100890,61.0
102287,37.8
30105,24.0
66424,49.0
15143,39.0
76335,110.0
3508,21.0
6548,23.0
59058,42.5
64803,45.0
2182,73.0
43150,84.0
41474,81.5
25452,45.0
30509,13.3
30346,90.0
87411,47.0
79917,5.0
91602,93.0
8114,65.0
34067,27.0
93912,32.0
34672,30.0
48788,22.0
34907,132.0
7424,85.0
76846,40.4
5810,17.0
74042,55.0
6139,11.2
57936,145.0
14760,65.0
44135,21.0
52944,20.5
83489,71.0
98342,57.0
44227,18.0
5957,62.0
13623,61.0
74863,37.0
4382,91.0
3551,82.0
31805,82.0
78126,91.0
92418,53.0
87240,50.0
62510,74.0
17924,65.0
73390,34.0
96443,125.0
70593,121.0
29680,50.0
94121,14.0
46918,65.0
61177,71.0
52108,101.0
49230,54.0
81937,98.0
103113,72.0
49991,22.8
11040,27.0
88214,11.0
33619,64.0
20070,11.0
83319,12.7
39990,23.0
93551,11.0
100079,22.0
39660,80.0
38544,80.0
98094,11.2
91601,12.5
60467,62.0
15175,75.0
4124,94.0
62719,51.0
47802,54.0
71156,9.8
43620,72.0
66545,16.7
10511,98.0
71604,65.0
62837,47.0
22187,56.0
80517,17.0
71832,36.2
85704,75.0
89618,35.0
20229,63.0
57629,61.5
62439,58.0
59829,18.0
79224,16.0
99563,60.0
88911,59.0
3784,57.0
9265,86.0
55966,74.0
89812,72.0
62663,75.0
81625,39.4
32471,20.2
84525,10.6
82425,74.0
33111,39.0
82558,72.0
23530,24.5
75620,16.0
76195,44.0
58595,65.0
49463,13.8
4980,42.0
87417,11.0
83043,12.0
97468,15.5
103235,55.0
79188,35.0
96902,110.0
87911,101.0
92301,26.1
87155,47.0
68928,48.0
3246,62.0
88034,55.0
102382,110.0
52175,15.0
96841,68.0
55268,80.0
92788,68.0
22458,15.0
91919,15.0
32243,39.0
38764,53.0
91439,30.0
82407,70.0
86568,46.0
11028,45.0
28629,50.8
93087,14.0
70767,17.0
67801,12.0
75421,35.0
28787,6.0
77707,65.0
34770,82.0
6807,50.0
86037,73.0
84730,21.4
6650,71.0
34685,37.0
18422,55.0
94291,40.0
26005,13.0
90025,53.0
31241,52.0
89496,43.0
38481,24.0
72978,31.0
38147,36.0
5388,72.0
50552,115.0
25013,24.0
47241,8.0
37453,64.0
5697,6.5
80938,42.0
73549,58.0
81243,16.0
43312,99.0
71226,67.0
50190,63.0
49616,92.0
78122,54.6
64175,34.0
79249,58.0
84758,43.0
48476,37.5
91875,28.0
39519,30.0
39384,68.0
77915,80.0
86745,88.0
33004,35.0
89130,19.0
66236,10.0
92507,14.0
85840,17.0
17707,35.0
37418,53.0
75849,25.0
22387,75.0
28447,19.0
16226,98.0
94297,38.0
99164,44.1
60634,65.0
62344,58.0
77521,87.0
17781,13.4
39657,101.9
90188,47.0
66604,45.0
103260,92.0
9404,90.0
89103,47.0
18663,42.0
90801,23.8
84866,14.0
83607,18.0
96572,35.5
85548,45.0
87105,33.8
80904,65.0
26034,30.0
85074,43.0
71665,13.0
7212,74.0
34803,82.0
31541,47.3
92233,85.0
46890,58.0
29780,14.0
15443,43.0
33975,24.0
35117,45.0
100077,54.2
103146,69.9
19769,63.0
64967,85.0
8700,5.5
99279,72.2
2112,72.0
79781,27.0
39217,14.2
94742,110.0
97894,81.0
96295,37.0
13842,39.0
70814,48.0
78209,63.0
40066,110.0
91479,6.0
55962,45.0
42478,46.0
73369,14.3
63105,14.2
73279,56.0
85166,10.0
33248,44.0
92363,70.0
50560,65.0
13791,77.0
17186,9.0
90812,55.2
89906,49.4
48883,68.0
38129,50.0
35863,24.0
47621,11.0
2503,74.5
24578,12.2
43447,12.0
71981,79.0
25917,55.0
60369,75.0
31505,32.0
97072,15.0
67950,83.0
91210,31.0
82008,82.0
91290,60.0
87471,11.0
97443,69.0
20999,52.0
12910,7.0
4350,39.0
16538,20.4
3618,89.0
86670,95.0
39326,34.0
63032,77.0
73486,14.0
2349,61.0
15170,42.0
51764,80.0
39915,65.0
36713,57.0
65155,65.0
93674,71.0
31867,30.0
51894,52.0
14600,110.0
23961,95.0
33976,81.0
89530,17.5
97342,47.0
1204,51.0
78365,55.0
84553,7.0
10845,17.5
87579,48.0
85258,23.0
55685,87.0
18779,77.0
3610,68.0
84056,107.0
76218,104.0
85031,9.8
8248,41.0
13722,89.0
64410,66.0
86908,84.0
73831,55.0
41714,120.0
103355,13.0
25831,60.0
56696,21.0
31898,130.0
60983,90.0
69055,40.0
65323,20.0
97025,46.3
59866,56.0
99601,13.0
35388,17.0
60134,75.0
58003,8.5
60049,80.0
61883,95.0
25898,15.5
62119,13.0
73281,75.0
30022,60.0
67944,50.0
31215,70.0
10936,110.0
64165,55.0
62402,71.0
7968,13.2
39164,61.0
25528,42.0
85054,17.6
31808,20.0
92201,4.0
26460,15.0
87172,55.0
79806,36.0
2291,54.0
28240,101.0
71415,67.0
61997,80.0
41490,70.0
72006,86.0
213,14.0
57657,11.46
96988,139.0
99654,68.0
102762,38.0
86579,75.0
59003,47.0
22941,65.0
86636,41.0
50334,14.5
81049,24.0
24288,68.0
91095,30.0
98883,80.0
15599,72.0
91843,53.0
6334,94.0
75014,70.0
61225,52.0
77177,71.0
103371,59.0
81859,8.0
7550,29.8
45475,55.0
96407,110.0
86966,50.0
87741,20.0
56022,20.0
88258,43.0
88688,13.0
99632,61.0
31545,29.4
30128,37.5
51124,20.0
75153,63.0
29606,148.0
34364,40.0
96933,63.0
90651,45.0
46882,72.0
35768,78.0
89920,32.0
74185,102.0
13877,67.0
17686,78.0
62740,14.0
98060,85.0
72872,35.0
14972,71.0
59223,55.0
13684,23.0
37581,11.0
16796,25.0
56458,85.0
24836,13.0
81832,12.0
94786,68.0
54379,63.0
4419,160.0
81973,32.0
2218,63.0
46813,63.0
19662,37.0
43121,65.0
54982,42.0
100043,34.0
74079,84.0
6001,81.0
63615,19.0
66219,32.2
102146,48.0
32169,21.0
12723,59.0
86724,34.0
69253,49.0
22236,45.0
15526,75.0
89647,57.0
9234,115.0
42466,22.0
6328,54.0
46786,54.0
3064,44.0
92215,55.0
94398,68.7
6483,33.0
60624,61.0
88391,14.0
58890,49.5
92691,9.1
100747,36.0
62463,86.0
51406,66.0
24325,48.0
26581,68.0
25730,39.0
36530,66.0
18628,19.8
81513,69.0
54170,24.9
3952,76.0
63733,57.0
35885,49.0
19553,84.0
16342,17.8
96247,18.0
61297,25.0
56189,75.0
68501,43.0
92075,13.5
79757,73.0
52943,23.0
5769,46.8
1198,36.0
49755,61.0
79635,55.0
41033,85.0
8517,13.0
59736,13.6
90071,95.0
34430,79.0
62076,60.0
93034,48.0
37155,42.0
3566,85.0
81687,62.0
86859,45.0
65127,64.0
92232,66.8
63793,62.0
96274,14.1
43349,55.0
31520,56.0
48938,88.0
9210,7.0
52716,62.0
59158,78.0
53981,55.0
56236,28.0
50173,58.0
2670,4.5
83911,10.0
71885,14.35
85455,12.5
41670,31.0
83875,15.0
40790,12.0
22890,64.2
87226,6.0
86432,13.0
40351,73.0
89266,14.3
59566,90.0
72507,59.4
1633,42.0
75148,60.0
93698,78.0
87725,21.4
83686,44.0
82938,86.0
4471,48.0
92541,41.0
34869,5.0
58540,50.0
22639,44.0
47849,74.0
2536,29.0
96003,52.0
12511,24.0
99070,35.0
87277,15.0
28113,59.0
103103,10.0
13149,36.0
95067,52.0
20683,15.0
30008,11.8
36991,8.5
73770,10.0
76496,72.0
85755,22.5
27405,110.0
59060,53.0
94256,49.0
94216,63.0
76107,161.0
91851,145.0
48757,34.8
57458,40.0
53350,32.0
87445,14.6
73815,26.0
92832,25.0
8496,58.0
56728,89.0
78716,58.0
79419,13.0
79345,15.4
85539,15.2
2415,49.0
10275,65.0
49930,26.0
76672,75.0
59447,29.4
72689,38.0
21117,46.0
86821,49.6
84774,30.0
87183,14.0
33748,40.0
60347,61.3
86191,80.0
87559,54.0
84286,16.7
19902,48.3
79766,34.0
84816,24.0
26728,20.0
98253,87.0
74182,145.0
79124,85.5
58170,8.5
48022,85.0
93203,100.0
103164,57.3
87415,99.0
10037,10.0
86322,72.0
17791,27.0
46108,75.0
35727,42.0
82123,7.0
83559,108.0
17037,102.0
58274,76.0
56680,84.0
85257,17.6
45897,100.0
46485,18.0
102957,20.0
23624,12.0
68417,78.0
89344,14.6
92178,44.0
83940,12.0
7313,37.0
55889,60.2
85665,35.0
87188,6.6
40693,100.0
96720,32.4
6835,14.0
75150,73.6
31134,48.0
73987,70.6
100261,19.0
99002,22.0
14625,18.0
35236,17.0
11235,72.0
61287,64.0
11074,63.0
84645,12.5
87603,60.0
77817,95.0
46673,14.0
3585,86.0
10323,51.0
12873,11.2
23360,36.4
42244,45.0
6649,11.0
7800,82.5
14245,68.0
55999,73.0
91782,42.0
90281,30.0
90351,70.0
103400,19.7
40138,13.0
10723,72.0
36577,78.0
73741,61.0
99295,46.0
18895,14.0
84947,71.0
21904,50.0
981,57.0
88876,14.0
20768,80.0
50877,186.0
57204,74.0
57324,49.0
91274,22.0
96390,47.7
10861,7.0
98611,11.0
33382,88.0
25641,74.0
99246,85.0
92676,39.0
84194,90.0
2480,134.0
61735,16.0
76812,23.0
84405,10.0
37666,22.0
26685,96.0
41824,64.0
45770,48.0
58652,88.0
88953,43.0
98781,64.0
247,75.0
39142,148.0
404,75.0
17971,54.0
85369,24.5
60204,31.0
81013,14.0
33746,68.0
7569,54.0
96418,12.5
17554,84.0
91009,86.0
77253,9.4
54776,151.0
96004,32.0
56711,50.0
159,17.0
73732,105.0
87774,33.5
26001,65.0
80939,82.0
9103,22.0
92254,10.2
36985,8.0
23811,76.0
100979,46.0
100705,22.0
88169,115.0
102767,37.0
71114,76.0
16351,61.0
36560,21.3
45562,55.0
96292,22.0
102519,85.0
55468,85.0
83887,93.0
93651,42.0
88718,38.5
28571,75.0
29557,17.0
18202,22.0
24786,17.0
7654,68.0
95322,75.0
79727,24.0
4342,101.0
2612,48.0
85366,78.5
5736,83.0
107,34.0
100732,17.0
1024,76.0
87777,23.0
32652,34.0
38277,47.0
91286,55.0
81481,10.0
89158,72.0
80899,72.0
56368,61.0
33509,88.9
27714,29.0
44298,74.0
44372,31.0
674,43.0
91614,61.0
29902,67.0
77514,42.0
1160,42.5
18028,23.0
65502,55.0
96936,34.0
81084,22.0
54970,77.0
31078,20.3
79243,110.0
9343,44.0
68969,63.0
12804,85.0
97826,13.6
60908,63.0
94973,43.0
73558,74.0
10989,47.0
89571,10.5
53686,20.0
30296,67.0
22888,47.0
50841,38.0
34325,17.0
62143,78.0
97570,65.0
52478,100.0
86210,18.0
89084,41.0
80311,10.0
44322,119.0
4570,54.7
5092,74.0
97364,14.0
42680,36.0
45391,66.0
26391,95.0
14718,50.0
78324,55.0
18488,53.0
60031,46.0
40162,51.0
33207,94.0
56222,53.0
83804,21.9
52019,48.0
77623,17.0
87351,33.0
35512,43.0
68039,15.3
90000,18.0
33464,39.0
63208,55.0
97828,97.0
30943,47.0
87888,59.0
44992,75.0
61241,75.0
28225,58.0
89476,12.0
2104,6.25
91750,50.0
58121,23.0
85625,67.0
33562,45.0
21281,37.0
85223,74.5
86836,75.0
94000,56.0
75674,64.0
73689,81.0
83796,55.0
64948,52.2
40406,16.0
63437,39.0
40835,45.0
76305,40.0
53553,65.0
346,67.0
73828,9.4
69048,62.0
96828,92.0
87548,44.0
10718,31.2
89907,73.0
22012,34.0
10354,40.0
14148,45.0
102094,49.0
54028,68.2
85016,12.0
63051,75.0
75303,65.0
86587,65.6
82819,20.8
85188,21.0
92536,23.0
34653,24.0
51155,63.0
79202,17.0
22852,85.0
65980,75.0
78179,32.0
9387,5.0
13313,37.0
87354,14.0
39548,15.0
97041,16.0
56240,45.0
44443,20.0
57653,85.0
75235,7.9
2602,82.0
86683,49.0
30029,80.0
14870,65.0
87694,60.0
63379,74.0
20444,47.0
78657,61.0
87804,20.0
34028,9.0
90161,50.0
60434,108.0
60485,55.0
82389,12.0
62782,28.7
54468,11.2
80775,86.0
88949,80.0
64527,116.0
30076,55.0
56094,42.0
84802,63.0
10480,8.0
2259,68.0
98801,12.0
9283,39.0
6239,30.2
94846,89.0
22224,14.4
88885,19.0
62451,34.0
83564,20.0
88049,58.0
11337,15.5
101914,234.0
84771,14.0
91987,78.0
58980,38.0
47096,73.0
13598,42.0
3857,86.5
49142,38.0
28050,94.0
80297,17.0
8792,90.0
52071,82.0
14079,61.5
96297,55.0
97544,72.0
25329,74.0
18665,70.0
33117,61.0
90609,81.0
55405,86.0
96560,52.0
26064,60.0
83945,32.0
51675,89.0
4876,45.2
81293,79.5
70055,67.0
90828,66.0
59013,15.0
65185,18.2
71050,66.0
83204,135.0
11516,83.0
100622,31.0
50011,24.0
51498,40.0
82347,48.0
85281,50.0
89871,12.0
7264,54.0
75175,54.0
76130,82.5
67966,51.5
85296,27.0
69045,68.0
42192,9.0
6546,74.0
15208,83.4
48706,113.0
27868,20.4
71486,78.0
71684,76.0
29206,35.0
51186,87.0
8399,55.0
29259,77.0
26336,20.0
100457,32.0
73548,110.0
18768,56.0
83899,55.0
45931,18.0
77201,52.0
83553,22.0
72293,68.0
76384,55.0
99286,96.0
95453,43.0
83835,47.0
54954,82.0
33082,49.8
71152,72.0
85938,19.5
79585,70.0
46871,55.0
61396,50.0
92614,14.0
71862,91.0
85658,62.9
82077,35.0
77897,49.0
19137,65.0
1952,4.5
95246,8.0
96188,113.0
63412,65.0
59977,23.0
47918,52.0
17157,72.0
81490,64.5
21381,50.0
83259,10.5
24436,96.0
36609,44.0
18058,30.0
92195,36.0
40216,36.0
43797,142.0
96733,91.0
20115,200.0
49635,110.0
102215,61.8
89378,14.5
83604,75.0
42880,82.0
399,26.0
27656,75.0
20057,55.0
88156,15.0
89187,70.0
46179,26.0
80563,56.0
94254,42.0
57817,75.0
93334,19.5
65149,62.0
58813,38.0
13978,83.0
76069,78.0
13344,80.0
34019,56.0
78232,19.0
79340,87.0
69026,12.0
16743,85.0
56765,35.0
1962,44.0
24598,41.5
97749,157.0
90628,65.0
37272,32.0
86788,44.7
102280,52.0
1240,16.0
89274,9.4
88200,22.0
99153,52.0
54538,51.0
32053,25.4
52304,71.0
61757,13.0
71435,17.0
91931,14.0
87554,51.4
26083,78.0
13032,59.0
13494,14.0
34725,34.0
55421,50.0
46359,13.0
83625,82.0
44086,12.3
37930,24.0
62698,45.0
98424,59.0
91650,60.0
87605,53.0
45282,52.0
93793,64.0
43762,22.5
93437,25.0
5654,70.1
69847,104.0
19254,46.0
81818,11.0
74785,27.0
43998,62.0
86243,43.0
19714,5.5
15749,67.0
8599,50.0
60081,63.0
96680,79.0
41781,83.0
76946,79.4
30847,69.8
6944,62.8
16734,62.0
24577,84.0
80661,117.0
66674,106.0
79429,45.0
40780,65.0
24997,20.0
88984,42.0
66660,38.0
5621,24.0
78254,50.0
95409,80.0
59517,72.2
61084,67.0
6879,53.0
41892,25.0
8907,37.0
97844,73.0
73039,44.0
21972,18.0
53506,81.0
54802,65.0
84049,90.0
46130,15.63
29472,50.0
82076,67.0
45110,55.0
43428,39.0
63339,58.0
55119,52.0
76342,43.0
94094,53.0
74674,80.0
97791,45.0
27234,16.0
35098,19.8
94684,75.0
100754,13.8
98899,54.0
30059,56.0
6183,58.2
59312,63.0
42531,60.0
55542,9.0
83874,7.0
925,92.0
6261,20.0
46007,80.0
769,67.0
39292,5.0
31220,6.5
4721,36.0
56952,15.0
89077,57.0
11829,76.0
64507,58.0
44137,34.0
29374,55.0
4177,14.0
57592,58.0
65158,69.0
64619,75.0
93026,39.8
60396,17.6
40515,88.0
72564,10.4
6813,65.0
51307,62.0
3157,78.0
89318,57.0
90603,12.0
55864,75.0
76290,62.0
7183,76.0
90954,7.9
81062,75.0
97825,130.0
15827,85.0
42042,101.0
90932,27.0
19808,64.0
79536,20.0
28547,48.3
1980,36.0
53950,64.0
3306,38.0
86331,89.6
3565,65.0
70333,5.0
86417,54.0
74782,106.0
50684,12.0
55972,21.0
31411,29.0
8985,14.0
19100,14.0
26849,56.0
75843,42.0
92295,13.0
79295,65.2
79717,34.0
14813,38.5
33988,15.0
11403,15.0
90084,62.0
48637,21.654
34,54.0
92474,8.2
23694,61.0
61978,48.0
90691,58.0
718,50.5
98327,93.0
76092,78.0
65790,26.0
87334,47.0
47876,60.0
37090,14.0
78391,90.0
62860,42.0
77334,42.5
80448,38.0
8022,51.0
91474,110.0
37871,98.0
50693,11.0
83793,110.0
73895,50.0
33718,48.0
35247,62.0
9348,79.0
90149,17.3
98212,105.0
99560,38.0
72254,68.0
34480,92.0
617,15.0
73290,74.0
31066,11.5
63717,51.0
80988,15.0
82655,55.0
91681,11.0
70427,38.0
86357,35.5
59112,27.0
69638,61.0
99203,45.0
17722,24.0
67622,31.0
91819,52.0
19260,15.2
100591,7.0
89215,63.0
44239,63.7
28604,96.0
77550,125.0
87826,38.0
6609,18.0
88698,54.0
29556,62.0
37892,35.0
24197,114.0
1821,37.0
73010,72.5
41074,67.0
17556,21.0
27985,90.0
24266,60.0
27779,58.0
96926,20.0
25933,63.0
45138,45.0
1930,71.0
30560,66.0
88469,51.0
45567,73.8
82563,105.0
70280,55.0
85813,60.0
25127,10.2
67450,95.0
56125,62.0
28393,62.0
50045,9.0
1986,52.0
97965,22.0
96642,6.0
90441,62.0
82045,97.0
76937,18.0
86299,55.0
1238,81.0
74803,80.0
54101,96.0
68304,6.0
82378,42.0
1619,60.0
27375,15.0
90052,69.0
94171,46.0
12176,38.0
103005,11.0
93400,44.0
43427,78.0
70019,44.0
75876,58.0
33522,75.0
27066,49.0
10071,95.0
47847,93.0
47328,48.5
85259,32.0
13862,80.0
60677,84.0
90705,31.0
91336,76.0
102981,65.0
9503,57.0
57689,19.0
87775,15.5
52893,68.0
56859,58.0
36065,45.0
17911,99.0
25652,81.0
92091,26.0
37840,35.0
64929,10.5
13664,63.0
37623,75.0
53174,76.0
93273,57.0
21788,65.0
82491,15.0
54766,49.0
51976,79.0
64863,36.0
37331,18.6
40870,52.0
13388,100.0
72255,83.0
61773,51.0
53515,21.0
57432,19.4
43593,97.0
46482,83.0
9095,7.0
59967,20.0
99250,42.0
71295,74.0
48540,62.0
76996,77.0
77,62.0
56047,16.0
68762,33.0
102547,74.0
96616,19.0
20392,136.0
83232,44.0
27359,75.0
9078,65.0
77397,85.0
84115,30.5
40626,57.0
100571,23.0
4226,120.0
10347,110.0
27526,67.0
70303,68.0
71595,7.0
77946,56.0
34082,9.3
48142,65.0
46466,14.13
32374,65.5
70404,107.0
2890,10.2
63874,64.0
8861,18.0
101970,30.0
94367,41.0
13215,9.0
75918,115.0
43,22.0
75395,80.0
76411,4.0
57721,61.0
52384,15.0
61899,63.0
67415,57.0
89252,21.0
58809,20.0
26390,11.5
43835,52.0
40516,42.0
7797,18.1
86886,38.0
60349,36.0
60447,104.0
4128,51.3
71237,6.9
42521,73.0
14301,57.0
76111,42.0
40895,62.0
79840,52.0
7169,67.0
102029,62.0
25757,51.0
95983,102.0
28478,45.0
8006,20.5
11272,135.0
64890,62.0
26022,52.0
334,27.0
9279,17.0
32887,97.0
44536,60.0
92757,12.8
3502,47.0
51993,62.0
73014,18.0
14966,51.0
18828,13.0
27282,86.0
36275,12.0
92373,38.0
19378,89.5
35524,67.0
69732,14.5
10301,81.0
11525,16.5
16097,9.5
91427,72.0
3412,42.0
95872,82.0
13712,13.4
30746,25.0
87373,35.0
84161,52.0
57221,76.0
97028,63.0
95905,77.5
16107,30.0
88317,9.0
91955,68.0
31341,26.0
52812,21.0
85793,20.25
68947,110.0
83649,53.0
79978,17.0
94781,53.4
13803,80.0
102703,7.0
17062,50.0
16836,27.0
94582,12.5
77986,53.8
99773,68.0
50667,72.0
79348,67.0
61416,57.0
77993,38.0
44983,19.6
92720,73.0
59646,21.0
40362,50.2
3161,24.0
46045,43.0
31374,48.2
97323,70.0
23722,70.0
26069,64.0
59784,68.6
69675,50.0
44391,78.0
92561,63.0
29665,23.0
80571,69.0
90528,11.0
23600,14.0
9991,42.0
71229,48.8
79508,66.0
45647,61.0
99220,11.0
36614,35.0
91712,80.0
101911,11.0
83381,66.0
68478,95.6
50926,20.0
25070,105.0
21859,45.0
87819,11.4
96549,88.0
39514,40.0
46519,50.1
63494,28.0
45431,24.5
7648,31.0
24855,30.2
42571,53.0
28960,35.0
88660,32.0
40490,24.0
3683,40.0
24076,65.0
53362,70.0
48162,97.0
84199,12.0
53082,89.0
89926,41.0
91799,61.5
92551,95.0
79778,125.0
1714,75.0
25059,75.0
91072,78.0
24309,20.0
80146,61.0
1910,55.0
11150,47.0
843,17.0
94454,58.0
53728,58.0
56293,52.0
26181,79.5
31672,7.5
49026,59.0
61571,86.0
84315,59.0
102779,62.0
51828,19.9
96135,15.0
11089,40.0
56426,65.0
30559,67.2
13007,53.0
80871,6.0
52087,134.0
68262,34.0
55844,87.2
20589,11.0
91458,50.0
44248,37.0
98362,75.0
97190,43.0
89242,51.0
96154,62.0
68324,17.0
32792,25.0
71247,42.0
51480,112.0
83946,58.0
9448,75.0
43107,85.0
89074,108.0
7803,30.0
89155,43.0
54647,22.0
96052,98.0
68038,69.0
37836,30.0
61443,17.25
33,8.0
102234,7.0
86215,52.0
22480,34.4
4701,42.0
63015,40.0
43668,55.4
77479,47.0
65276,150.0
91013,55.0
28746,58.5
64685,54.0
65972,27.0
39165,12.0
38005,53.0
88428,21.0
63438,15.0
24930,35.0
24870,58.0
2903,80.0
26625,28.0
83634,84.0
29200,17.0
96185,65.0
47471,10.6
89637,45.0
5659,25.0
57134,95.0
62956,66.0
38278,12.5
33587,15.2
77570,89.0
91663,14.0
50132,94.0
85908,57.0
58163,10.3
9194,87.0
96791,61.0
85220,100.0
70142,21.0
82677,4.0
80735,50.0
19189,19.0
86214,61.7
83132,53.0
96336,45.0
49608,23.0
39126,46.0
97373,40.0
27746,40.0
85325,48.4
5738,15.0
7866,78.0
32883,24.2
75837,76.5
72747,44.0
17637,65.0
86251,13.0
74747,9.2
511,20.0
79178,75.0
62842,67.1
24302,19.0
33131,25.0
29075,45.0
87621,16.0
87074,13.0
69660,84.0
38525,58.6
98470,55.6
48213,54.0
102524,14.0
52222,46.0
52744,47.0
83566,68.0
46982,71.0
67893,65.0
83139,11.0
34511,74.8
85641,44.5
89563,8.8
51475,15.0
97157,12.0
14996,12.0
60200,88.0
99869,31.0
32563,42.0
87951,24.5
101053,42.0
60326,22.0
82620,54.0
40744,37.0
90524,40.0
194,60.0
44693,57.0
21521,74.0
98541,37.0
43816,50.0
84583,78.0
88743,52.0
44120,52.0
62648,75.0
66310,27.2
11946,42.0
52039,16.0
9962,55.0
46903,79.0
28327,68.0
65774,13.5
93546,60.0
58983,52.0
88879,18.0
6229,33.0
11749,50.0
13297,57.0
1148,10.0
97799,114.8
33737,14.0
169,7.88
75919,36.0
71919,38.0
39901,53.0
81926,13.0
14881,33.0
67592,13.0
84181,29.0
78560,18.0
22475,11.0
40304,67.0
45910,43.0
9470,63.0
76182,26.0
91995,11.0
90600,48.0
42038,33.0
94046,85.0
48349,25.0
43316,51.4
22421,48.0
93488,68.0
100440,8.0
78658,60.0
84509,50.0
5858,115.0
61223,78.0
33242,25.0
92646,25.0
53391,38.0
21328,66.0
87788,85.0
94191,43.0
72746,58.0
90334,42.0
59016,28.0
60304,49.0
76879,49.5
36865,46.0
57594,7.5
93147,70.0
77810,67.0
59597,29.0
60863,57.0
93114,29.0
63085,53.0
99053,45.0
83239,63.0
48140,43.0
71907,74.0
904,45.0
58940,32.0
22239,16.8
93228,15.0
99894,37.0
49359,72.0
2400,11.4
37126,4.0
84869,12.0
87429,68.0
90185,86.0
87047,75.0
89298,9.0
53024,8.5
51154,42.0
87642,22.0
5821,102.0
32146,45.0
91926,60.0
97770,92.0
85371,38.0
44714,61.2
28094,78.0
5265,83.0
66179,16.2
77461,12.0
60883,150.0
32799,80.0
4213,49.0
70975,6.8
92447,13.0
12215,17.0
28209,35.4
90701,45.0
45929,91.0
46561,68.0
6365,62.0
85052,23.0
8499,37.0
14069,70.0
88369,109.0
21983,35.0
95759,64.0
44139,63.0
99468,68.0
38051,64.0
37007,17.0
36028,25.0
44395,31.1
30011,20.0
82316,13.0
14111,126.0
21592,12.0
48983,16.0
86695,81.5
82180,15.26
60416,17.0
11632,68.0
1577,35.0
30538,43.8
93517,52.0
44410,70.0
59805,50.0
47414,49.9
92595,72.6
16093,55.4
87175,75.0
95687,120.0
66889,58.0
78511,81.0
100197,82.0
35092,27.0
39332,49.0
33690,57.0
33130,25.0
36394,60.0
94413,52.0
82223,33.0
68713,25.0
46120,103.0
20294,47.0
42856,17.0
95523,65.0
20574,102.9
86610,28.7
4915,41.0
77448,38.6
92330,64.4
16700,28.0
77129,12.5
5652,75.0
57514,84.7
25534,33.0
40849,65.0
76830,72.0
34232,37.8
36405,70.0
91339,98.0
78044,76.0
101061,65.0
45783,98.0
30664,71.0
18737,62.0
47712,39.9
30348,65.0
70161,75.0
18715,83.0
22823,22.0
16399,71.8
7546,63.0
60926,38.0
28212,27.0
24892,21.4
25947,20.0
67480,65.0
38089,45.0
45802,85.0
92834,64.0
83963,35.0
4110,33.0
77215,45.0
31273,61.0
27129,126.0
95115,41.0
68361,44.0
80971,45.0
82742,47.0
86574,30.0
12777,56.0
98173,10.0
29822,75.0
63786,48.0
102995,74.0
80728,75.4
55534,60.0
47718,20.0
89838,64.0
49023,58.9
44337,35.0
80979,25.0
96971,49.0
93734,43.0
91369,62.0
83755,9.0
76421,22.9
87102,10.0
67855,38.0
26767,61.4
53716,65.0
102613,61.0
36691,82.3
62337,85.0
87101,75.0
102907,75.0
13876,17.0
23664,13.2
27634,56.5
31063,55.0
100883,26.5
671,19.0
178,12.0
65407,68.0
89922,46.0
80681,59.0
27949,25.0
17017,21.0
72549,26.0
14534,47.5
84808,58.0
41809,16.7
92033,65.4
90526,15.0
37765,130.0
4536,32.0
14459,59.0
26012,18.0
46158,51.0
98928,65.0
78398,92.5
68357,85.0
56957,76.0
101919,8.5
23304,76.7
53328,20.0
37010,74.0
43143,91.0
80353,56.8
80870,43.0
27173,63.7
1059,18.0
7022,67.4
21358,45.0
9278,70.0
90065,36.5
