Breed Type;Sub Breed;Breed Group;Breed
Toy dogs;Toy - Other;Toy - Other;Petit Brabançon Mix
Toy dogs;Toy - Other;Toy - Other;Portuguese Podengo
Toy dogs;Toy - Other;Toy - Other;Portuguese Podengo Mix
Toy dogs;Toy - Other;Toy - Other;Portuguese Podengo Pequeno
Toy dogs;Toy - Other;Toy - Other;Portuguese Podengo Pequeno Mix
Toy dogs;Toy - Other;Toy - Other;Pug
Toy dogs;Toy - Other;Toy - Other;Pug Mix
Toy dogs;Toy - Other;Toy - Other;Puggle
Toy dogs;Toy - Other;Toy - Other;Puggle Mix
Toy dogs;Toy - Other;Toy - Other;Schipperke
Toy dogs;Toy - Other;Toy - Other;Schipperke Mix
Toy dogs;Toy - Other;Toy - Other;Schnauzer
Toy dogs;Toy - Other;Toy - Other;Schnauzer Mix
Toy dogs;Toy - Other;Toy - Other;Schnauzer - giant
Toy dogs;Toy - Other;Toy - Other;Schnauzer - giant Mix
Toy dogs;Toy - Other;Toy - Other;Schnauzer - miniature
Toy dogs;Toy - Other;Toy - Other;Schnauzer - miniature Mix
Toy dogs;Toy - Other;Toy - Other;Schnauzer - standard
Toy dogs;Toy - Other;Toy - Other;Schnauzer - standard Mix
Toy dogs;Toy - Other;Toy - Other;Standard Schnauzer
Toy dogs;Toy - Other;Toy - Other;Standard Schnauzer Mix
Toy dogs;Toy - Other;Toy - Other;Tibetan Spaniel
Toy dogs;Toy - Other;Toy - Other;Tibetan Spaniel Mix
Toy dogs;Toy - Other;Toy - Other;Tibetan Terrier
Toy dogs;Toy - Other;Toy - Other;Tibetan Terrier Mix
Working dogs;Non-sport;Mixed Small;Poodle Mix
Working dogs;Non-sport;Working dogs - Non-sport;Miniature Poodle
Working dogs;Non-sport;Working dogs - Non-sport;Miniature Poodle Mix
Working dogs;Non-sport;Working dogs - Non-sport;Poodle
Working dogs;Non-sport;Working dogs - Non-sport;Poodle Mix
Working dogs;Non-sport;Working dogs - Non-sport;Poodle - Giant
Working dogs;Non-sport;Working dogs - Non-sport;Poodle - Giant Mix
Working dogs;Non-sport;Working dogs - Non-sport;Poodle - Miniature
Working dogs;Non-sport;Working dogs - Non-sport;Poodle - Miniature Mix
Working dogs;Non-sport;Working dogs - Non-sport;Poodle - Standard
Working dogs;Non-sport;Working dogs - Non-sport;Poodle - Standard Mix
Working dogs;Non-sport;Working dogs - Non-sport;Poodle - Teacup
Working dogs;Non-sport;Working dogs - Non-sport;Poodle - Teacup Mix
Working dogs;Non-sport;Working dogs - Non-sport;Poodle - Toy
Working dogs;Non-sport;Working dogs - Non-sport;Poodle - Toy Mix
Working dogs;Non-sport;Working dogs - Non-sport;Poodle (Toy)
Working dogs;Non-sport;Working dogs - Non-sport;Poodle (Toy) Mix
Working dogs;Non-sport;Working dogs - Non-sport;Portuguese Water Dog
Working dogs;Non-sport;Working dogs - Non-sport;Portuguese Water Dog Mix
Working dogs;Non-sport;Working dogs - Non-sport;Spanish Water Dog
Working dogs;Non-sport;Working dogs - Non-sport;Spanish Water Dog Mix
Working dogs;Other;Shepherd;Black Mouth Cur
Working dogs;Other;Shepherd;Black Mouth Cur Mix
Working dogs;Other;Shepherd;Mountain Cur
Working dogs;Other;Shepherd;Mountain Cur Mix
Working dogs;Other;Shepherd;Schnoodle
Working dogs;Other;Shepherd;Schnoodle Mix
Working dogs;Shepherd;Shepherd;Alsatian
Working dogs;Shepherd;Shepherd;Alsatian Mix
Working dogs;Shepherd;Shepherd;American Tundra Shepherd
Working dogs;Shepherd;Shepherd;American Tundra Shepherd Mix
Working dogs;Shepherd;Shepherd;Belgian Shepherd Groenendael
Working dogs;Shepherd;Shepherd;Belgian Shepherd Groenendael Mix
Working dogs;Shepherd;Shepherd;Belgian Shepherd Laekenois
Working dogs;Shepherd;Shepherd;Belgian Shepherd Laekenois Mix
Working dogs;Shepherd;Shepherd;Belgian Laekenois
Working dogs;Shepherd;Shepherd;Belgian Laekenois Mix
Working dogs;Shepherd;Shepherd;Belgian Shepherd Malinois
Working dogs;Shepherd;Shepherd;Belgian Shepherd Malinois Mix
Working dogs;Shepherd;Shepherd;Belgian Malinois
Working dogs;Shepherd;Shepherd;Belgian Malinois Mix
Working dogs;Shepherd;Shepherd;Belgian Shepherd
Working dogs;Shepherd;Shepherd;Belgian Sheepdog
Working dogs;Shepherd;Shepherd;Belgian Shepherd Mix
Working dogs;Shepherd;Shepherd;Belgian Shepherd Tervuren
Working dogs;Shepherd;Shepherd;Belgian Shepherd Tervuren Mix
Working dogs;Shepherd;Shepherd;Belgian Tervuren
Working dogs;Shepherd;Shepherd;Belgian Tervuren Mix
Working dogs;Shepherd;Shepherd;Bergamasco
Working dogs;Shepherd;Shepherd;Bergamasco Mix
Working dogs;Shepherd;Shepherd;Berger Blanc Swiss
Working dogs;Shepherd;Shepherd;Berger Blanc Swiss Mix
Working dogs;Shepherd;Shepherd;Berger Blanc Suisse
Working dogs;Shepherd;Shepherd;Berger Blanc Suisse Mix
Working dogs;Shepherd;Shepherd;Berger Picard
Working dogs;Shepherd;Shepherd;Berger Picard Mix
Working dogs;Shepherd;Shepherd;Bouvier Des Flandres
Working dogs;Shepherd;Shepherd;Bouvier Des Flandres Mix
Working dogs;Shepherd;Shepherd;Bouvier des Flandres
Working dogs;Shepherd;Shepherd;Bouvier des Flandres Mix
Working dogs;Shepherd;Shepherd;Briard
Working dogs;Shepherd;Shepherd;Briard Mix
Working dogs;Shepherd;Shepherd;Chinook
Working dogs;Shepherd;Shepherd;Chinook Mix
Working dogs;Shepherd;Shepherd;German Pinscher
Working dogs;Shepherd;Shepherd;German Pinscher Mix
Working dogs;Shepherd;Shepherd;German Shepherd
Working dogs;Shepherd;Shepherd;German Shepherd Mix
Working dogs;Shepherd;Shepherd;German Shepherd Dog
Working dogs;Shepherd;Shepherd;German Shepherd Dog Mix
Working dogs;Shepherd;Shepherd;Hovawart
Working dogs;Shepherd;Shepherd;Hovawart Mix
Working dogs;Shepherd;Shepherd;Malinois
Working dogs;Shepherd;Shepherd;Malinois Mix
Working dogs;Shepherd - Other;Shepherd;American White Shepherd
Working dogs;Shepherd - Other;Shepherd;American White Shepherd Mix
Working dogs;Shepherd - Other;Shepherd;Beauceron
Working dogs;Shepherd - Other;Shepherd;Beauceron Mix
Working dogs;Shepherd - Other;Shepherd;Blue Lacy
Working dogs;Shepherd - Other;Shepherd;Blue Lacy Mix
Working dogs;Shepherd - Other;Shepherd;Blue Lacey
Working dogs;Shepherd - Other;Shepherd;Blue Lacey Mix
Working dogs;Shepherd - Other;Shepherd;Caucasian Ovtcharka
Working dogs;Shepherd - Other;Shepherd;Caucasian Ovtcharka Mix
Working dogs;Shepherd - Other;Shepherd;Caucasian Shepherd Dog
Working dogs;Shepherd - Other;Shepherd;Caucasian Shepherd Dog Mix
Working dogs;Shepherd - Other;Shepherd;Central Asian Ovtcharka
Working dogs;Shepherd - Other;Shepherd;Central Asian Ovtcharka Mix
Working dogs;Shepherd - Other;Shepherd;Central Asian Shepherd Dog
Working dogs;Shepherd - Other;Shepherd;Central Asian Shepherd Dog Mix
Working dogs;Shepherd - Other;Shepherd;Dutch Shepherd
Working dogs;Shepherd - Other;Shepherd;Dutch Shepherd Mix
Working dogs;Shepherd - Other;Shepherd;Groenendael
Working dogs;Shepherd - Other;Shepherd;Groenendael Mix
Working dogs;Shepherd - Other;Shepherd;King Shepherd
Working dogs;Shepherd - Other;Shepherd;King Shepherd Mix
Working dogs;Shepherd - Other;Shepherd;Sarplaninac
Working dogs;Shepherd - Other;Shepherd;Sarplaninac Mix
Working dogs;Shepherd - Other;Shepherd;Shiloh Shepherd
Working dogs;Shepherd - Other;Shepherd;Shiloh Shepherd Mix
Working dogs;Shepherd - Other;Shepherd;shiloh shepherd
Working dogs;Shepherd - Other;Shepherd;shiloh shepherd Mix
Working dogs;Shepherd - Other;Shepherd;Tervuren
Working dogs;Shepherd - Other;Shepherd;Tervuren Mix
